Title,URL,Rating,Reviews,Duration,Instructor,MainType,Subtype
Six Sigma: Certified Lean Six Sigma Green Belt | Accredited,https://www.udemy.com/course/six-sigma-green-belt-including-microsoft-excel-application/,4.6,"-23,787",7 total hours,Six Sigma Academy Amsterdam (SSAA),business,operations
Customer Success | How to Understand Your Customers,https://www.udemy.com/course/how-to-understand-your-customers/,4.5,"-18,192",1 total hour,Chuck Wall,business,operations
Certified Lean Six Sigma White/Lean Six Sigma Yellow Belt,https://www.udemy.com/course/certified-six-sigma-white-belt/,4.6,"-15,367",4.5 total hours,Six Sigma Academy Amsterdam (SSAA),business,operations
Lean Management Certification | Lean Expert | Accredited,https://www.udemy.com/course/leanmanagement/,4.6,"-13,839",4 total hours,Six Sigma Academy Amsterdam (SSAA),business,operations
UiPath 2025 - Level 1 RPA Developer,https://www.udemy.com/course/uipath-robotic-process-automation/,4.7,"-13,147",9.5 total hours,Bryan Lamb,business,operations
Six Sigma: Certified Lean Six Sigma Black Belt | Accredited,https://www.udemy.com/course/six-sigma-black-belt-including-ms-excel-application/,4.6,"-8,637",7 total hours,Six Sigma Academy Amsterdam (SSAA),business,operations
The Practical BPMN 2.0 Master Class,https://www.udemy.com/course/the-practical-and-complete-bpmn-20-master-class/,4.6,"-8,296",1.5 total hours,"Fabian Hinsenkamp | Senior Software Engineer @Microsoft, Sebastian Lesser",business,operations
Robotic Process Automation (RPA): Overview and Build a Robot,https://www.udemy.com/course/robotic-process-automation-fundamentals-and-build-a-robot/,4.5,"-8,265",2.5 total hours,Tor-Inge Flaa,business,operations
Operations Management A-Z: Business Processes and Systems,https://www.udemy.com/course/operations-management-a-z/,4.6,"-7,713",6.5 total hours,"Laurence Gartside, Rowtons Training",business,operations
Conflict Resolution and De-Escalation for Upset Customers,https://www.udemy.com/course/conflicts-upset-customers/,4.4,"-7,512",3.5 total hours,Vasco Patrício,business,operations
Must-Have Skills (Training) for Virtual Assistants,https://www.udemy.com/course/virtual-assistant-training-the-most-requested-services/,4.6,"-7,137",4.5 total hours,Erin Booth,business,operations
UiPath RPA - Tech Primer,https://www.udemy.com/course/rpa-tech-overview/,4.8,"-6,747",6.5 total hours,Bryan Lamb,business,operations
Customer Success | How to Actively Engage Your Customers,https://www.udemy.com/course/how-to-actively-engage-your-customers/,4.4,"-6,056",1.5 total hours,Chuck Wall,business,operations
Certified Lean Specialist | Lean Management (Accredited),https://www.udemy.com/course/lean-management-certification/,4.6,"-5,744",4 total hours,Advanced Innovation Group Pro Excellence (AIGPE),business,operations
Introduction to the GDPR In One Hour - The Basic Facts,https://www.udemy.com/course/gdprbasicfacts/,4.4,"-14,370",1 total hour,Training Courses from Innovation Works UK,business,business-law
Learning Business Contracts for Beginners,https://www.udemy.com/course/winning-with-contracts/,4.6,"-3,135",1.5 total hours,Eliot Wagonheim,business,business-law
Understanding HIPAA Compliance,https://www.udemy.com/course/understanding-hipaa-compliance/,4.5,"-2,112",1.5 total hours,"Learnsector LLP, Navya Kannan",business,business-law
CM101: Mastering Post-Award Contract Management Bootcamp,https://www.udemy.com/course/complete-contract-management-bootcamp-zero-to-champion/,4.4,"-1,711",5.5 total hours,"Koray Demir, MRICS, PMP",business,business-law
The Legal Implications of Social Media in the Workplace,https://www.udemy.com/course/socialmediadangersforbusiness/,4.4,"-1,576",1.5 total hours,Mark Addington,business,business-law
Certified Electronic Health Records Specialist,https://www.udemy.com/course/certified-electronic-health-records-specialist/,4.2,"-1,340",7 total hours,Valerie Boyd- Holsinger,business,business-law
Essentials of Non-Disclosure Agreements (NDAs),https://www.udemy.com/course/essentials-of-non-disclosure-agreements-ndas/,4.2,"-1,078",30 total mins,AltaClaro Learning,business,business-law
Copyright Protection for Entrepreneurs (Protect Your Work),https://www.udemy.com/course/copyright/,4.6,"-1,069",1 total hour,"Sam Mollaei, Esq.",business,business-law
Patents & Trademarks: Learn the Patent and Trademark Process,https://www.udemy.com/course/how-to-patent-your-invention-or-technology-for-success/,4.7,-988,2 total hours,Frazer Law,business,business-law
Practical Regulatory Affairs 2020 - US FDA Medical Devices,https://www.udemy.com/course/practical-regulatory-affairs-2020-us-fda/,4.4,-983,1.5 total hours,Pubudi Silva,business,business-law
English for Business and Law - Contract Law,https://www.udemy.com/course/legal_english-contracts/,4.7,-896,2 total hours,"David Wallace, MA, Dip TESOL, Dip Teaching",business,business-law
Copyright Basics: How to Protect Your Work from Piracy,https://www.udemy.com/course/copyright-how-to-protect-your-work-from-piracy/,4.4,-892,1 total hour,"Len Smith, Sean Kaye",business,business-law
Law of Contracts in 60 Minutes: A Fast Track Course,https://www.udemy.com/course/learn-contract-law/,4.1,-834,3.5 total hours,Shaveen Bandaranayake,business,business-law
EU GDPR: Employee Awareness Training Certificate 2023,https://www.udemy.com/course/eu-gdpr-data-protection-employee-awareness/,4,-820,1 total hour,Fox Red Risk,business,business-law
Certificate in Compliance Management,https://www.udemy.com/course/certificate-in-compliance-management/,4.2,-793,2.5 total hours,AJK Consulting,business,business-law
"Privacy and Data Protection, Certified GDPR Compliance",https://www.udemy.com/course/european-institute-certified-gdpr-data-protection-compliance/,4.4,-709,4 total hours,Professor Romeo Kadir,business,business-law
Security Awareness Training,https://www.udemy.com/course/security-awareness-training/,4.6,"-38,493",2 total hours,Michael Biocchi,business,human-resources
"Diversity, Equity, and Inclusion: A Beginner’s Guide",https://www.udemy.com/course/diversity-equity-and-inclusion-a-beginners-guide/,4.4,"-31,971",1 total hour,Ulysses Smith,business,human-resources
Developing Emotional Intelligence in Teams,https://www.udemy.com/course/developing-emotional-intelligence-in-teams/,4.5,"-21,200",3 total hours,Robin Hills,business,human-resources
Sexual Harassment Training for Employees in the Workplace,https://www.udemy.com/course/sexual-harassment-training-for-employees/,4.3,"-21,109",34 total mins,CyberTraining 365,business,human-resources
Unconscious Bias: Fuel Diversity and Become a Better You,https://www.udemy.com/course/unconscious-bias-fuel-diversity-and-become-a-better-you/,4.5,"-20,179",2 total hours,Gail Miller,business,human-resources
Conflict Management with Emotional Intelligence,https://www.udemy.com/course/conflict-management-with-emotional-intelligence/,4.5,"-18,566",4 total hours,Robin Hills,business,human-resources
Preventing Workplace Harassment 101,https://www.udemy.com/course/preventing-workplace-harassment/,4.5,"-14,348",30 total mins,Peacemakers Consulting Services,business,human-resources
Understanding and Complying with HIPAA,https://www.udemy.com/course/hipaa-training/,4.6,"-13,370",37 total mins,Scott Koller,business,human-resources
Recruiting: Talent Acquisition & Hiring (Now w/ AI!),https://www.udemy.com/course/make-great-hires-recruiting-interviewing-hiring/,4.4,"-12,204",2 total hours,"Davis Jones, Eazl.ai Courseware, Ludell Jones",business,human-resources
Diversity & Inclusion: Building a Grassroots Foundation,https://www.udemy.com/course/diversity-inclusion-building-a-grassroots-foundation/,4.5,"-9,788",1 total hour,Jennifer Kim,business,human-resources
Building Your Team: How to put together the perfect team,https://www.udemy.com/course/building-your-team-how-to-put-together-the-perfect-team/,4.5,"-9,400",43 total mins,PracticalGrowth,business,human-resources
Manage Workplace Stress & Strike a Balance,https://www.udemy.com/course/manage-workplace-stress-strike-a-balance/,4.3,"-8,839",44 total mins,Eleventure Team,business,human-resources
HR Analytics using MS Excel for Human Resource Management,https://www.udemy.com/course/hr-analytics-using-excel/,4.4,"-8,594",9.5 total hours,Start-Tech Academy,business,human-resources
Learn HR Fundamentals for a Career in Human Resources,https://www.udemy.com/course/human-resources/,4.5,"-8,525",42 total mins,Christina A. Danforth,business,human-resources
Diploma Course in Human Resource Management (HRM),https://www.udemy.com/course/essentials-of-human-resource-management1/,4.3,"-8,476",11.5 total hours,Aakaro Consulting,business,human-resources
"Navigate & Respect Age, Ethnic & Racial Differences",https://www.udemy.com/course/navigate-respect-age-ethnic-racial-differences/,4.2,"-8,152",40 total mins,Eleventure Team,business,human-resources
How to Start an Amazon FBA Store on a Tight Budget,https://www.udemy.com/course/sell-on-amazon-as-small-start-up/,4.6,"-29,263",11 total hours,Theo McArthur,business,e-commerce
The Complete Shopify Dropshipping Course,https://www.udemy.com/course/the-complete-shopify-aliexpress-dropship-course/,4.7,"-27,580",9.5 total hours,Tim Sharp,business,e-commerce
eBay Drop Shipping Guide with No Inventory - Work From Home,https://www.udemy.com/course/ebay-drop-shipping-guide-with-no-inventory-work-from-home/,4.2,"-9,510",6.5 total hours,David Vu,business,e-commerce
Build a Dropshipping Empire From Scratch [Proven Blueprint],https://www.udemy.com/course/dropship-your-way-to-2000-per-week-the-complete-blueprint/,4.2,"-9,247",7 total hours,Theo McArthur,business,e-commerce
ChatGPT Masterclass: ChatGPT Guide for Beginners to Experts!,https://www.udemy.com/course/chatgpt-masterclass-a-complete-chatgpt-guide-for-beginners/,4.4,"-9,081",17 total hours,"Lance Junck, Ronit Ghosh",business,e-commerce
How To Become A Shopify Expert (From Zero To Hero !),https://www.udemy.com/course/make-money-become-a-shopify-expert-from-zero-to-hero/,4.6,"-8,906",6 total hours,Tim Sharp,business,e-commerce
The Complete Shopify Dropshipping Masterclass 2025,https://www.udemy.com/course/complete-shopify-dropshipping-masterclass/,4.6,"-7,306",9 total hours,Robin & Jesper,business,e-commerce
The Last Amazon FBA Course - Private Label Guide,https://www.udemy.com/course/how-to-sell-on-amazon-fba/,4.2,"-7,009",52 total hours,Brock Johnson,business,e-commerce
Build Your Own Dropshipping Business in 2024. Real Results!,https://www.udemy.com/course/kevinprinceton/,4.7,"-5,619",10 total hours,Kevin Princeton,business,e-commerce
Build a Shopify Dropshipping Business from Scratch,https://www.udemy.com/course/build-a-shopify-dropshipping-business-from-scratch/,3.8,"-5,391",9.5 total hours,Adam Reed,business,e-commerce
Amazon FBA Course - How to Sell on Amazon MASTERY 2025,https://www.udemy.com/course/amazon-seller-central-make-the-most-of-amazon-fba/,4.5,"-5,359",3.5 total hours,COURSE ENVY,business,e-commerce
Learn to build an e-commerce app with .Net Core and Angular,https://www.udemy.com/course/learn-to-build-an-e-commerce-app-with-net-core-and-angular/,4.8,"-4,393",29.5 total hours,Neil Cummings,business,e-commerce
5-in-1 Amazon FBA Course - Beginner to 7-Figure Seller 2025,https://www.udemy.com/course/how-to-sell-on-amazon-fba-course-for-beginners/,4.7,"-4,130",30 total hours,"Sumner Hobart, Ali Hobart",business,e-commerce
"Etsy Shop SetUp, SEO & Ads - Beginner To Advanced 2025",https://www.udemy.com/course/etsy-course/,4.7,"-3,004",11 total hours,"Ali Hobart, Sumner Hobart",business,e-commerce
Work From Home: The Amazon FBA MasterPlan,https://www.udemy.com/course/online-business-selling-simple-products-amazon/,4.4,"-2,722",4.5 total hours,"Tim Godfrey, Digital Success Network",business,e-commerce
Passive Income : Top 3 Easiest FREE Websites,https://www.udemy.com/course/passive-online-income/,4.3,"-2,711",1.5 total hours,Greg Gottfried,business,e-commerce
How To Become a Bestselling Author on Amazon Kindle,https://www.udemy.com/course/kindle-publishing-course/,4.3,"-1,814",11 total hours,Tom Corson-Knowles,business,media
After Effects CC: Motion Graphics & Animation Principles,https://www.udemy.com/course/motion-graphics-course/,4.7,"-1,536",6 total hours,"Louay Zambarakji, Kaiversity Online",business,media
Directing the Actor: A USC course with Nina Foch,https://www.udemy.com/course/directing-the-actor-a-usc-course-with-nina-foch/,4.9,"-1,282",4 total hours,"Nina Foch, Randal Kleiser",business,media
Screenwriting Workshop,https://www.udemy.com/course/screenwriting-workshop/,4.4,"-1,191",7 total hours,Dani Alcorn,business,media
The Audiobook Production and Narration Course,https://www.udemy.com/course/the-complete-audiobook-production-and-narration-course/,4.7,"-1,056",5 total hours,"Paul Jenkins, Paul Jenkins' Course Partners",business,media
How to be a Journalist - The Complete Guide to Journalism,https://www.udemy.com/course/how-to-be-a-journalist-the-complete-guide/,4.4,"-1,008",3 total hours,Tony Bosworth,business,media
Scrivener |Full Course on How to Write a Book in Scrivener 2,https://www.udemy.com/course/scrivener-everything-you-need-to-know-from-idea-to-launch/,4.4,-911,5 total hours,Karen Prince,business,media
Scrivener 3 | Full Course on How to Use Scrivener 3 for Mac,https://www.udemy.com/course/scrivener-3-full-course-on-how-to-use-scrivener-3-for-mac/,4.9,-852,7 total hours,Karen Prince,business,media
How to Master Audible Work From Home,https://www.udemy.com/course/how-to-master-audible-work-from-home/,4.8,-759,2 total hours,Bailey Varness,business,media
How to Plan and Outline Novels (Using Scrivener),https://www.udemy.com/course/planning-outlining-novels-using-scrivener-writing-software/,3.9,-718,2 total hours,Smarter Artist,business,media
LIGHTING for Film and Television,https://www.udemy.com/course/lighting-for-film-and-television/,4.4,-671,6 total hours,Wrightsville Beach Studios,business,media
Video Editing with Adobe Premiere Pro for Corporate Video,https://www.udemy.com/course/premiere-pro-for-corporate-video/,4.7,-663,1.5 total hours,Daniel Walter Scott,business,media
"Professional Podcast Production, Editing & Blueprint",https://www.udemy.com/course/professional-podcast-production/,4.3,-649,4.5 total hours,Ian Robinson,business,media
YouTube Clip Master 2.0 [Make Money without Making Videos],https://www.udemy.com/course/youtube-clip-master/,4.5,-642,11 total hours,Bryan Guerra,business,media
The Complete Open Broadcaster (obs) Almanac for 2023,https://www.udemy.com/course/the-complete-open-broadcaster-obs-almanac-for-2020/,4.7,-557,6 total hours,Philip Campbell,business,media
Fiction Writing: A Complete Novel Outline Chapter by Chapter,https://www.udemy.com/course/outline-your-whodunit-mystery-novel/,4.6,-480,4 total hours,Mike Dickson,business,media
Fundamentals of Analyzing Real Estate Investments,https://www.udemy.com/course/real-estate-investment-analysis/,4.5,"-14,464",18.5 total hours,Symon He,business,real-estate
The Real Estate Financial Modeling Bootcamp,https://www.udemy.com/course/the-real-estate-financial-modeling-bootcamp/,4.7,"-10,311",9.5 total hours,Justin Kivel,business,real-estate
Become a Mortgage Loan Processor,https://www.udemy.com/course/become-a-mortgage-loan-processor/,4.5,"-3,757",2.5 total hours,"Joe Correa - 45,000+ Students",business,real-estate
How to Become a Mobile Notary and Loan Signing Agent,https://www.udemy.com/course/how-to-become-a-mobile-notary-and-loan-signing-agent/,4.5,"-3,328",2 total hours,Jennifer Schroeder,business,real-estate
The Complete Guide To Multifamily Real Estate Investing,https://www.udemy.com/course/multifamily-real-estate-masters/,4.8,"-2,969",7.5 total hours,Justin Kivel,business,real-estate
How to Create an Empire on Airbnb without Owning a Home,https://www.udemy.com/course/how-to-create-an-empire-on-airbnb-without-owning-a-home/,4.3,"-2,939",4 total hours,David Vu,business,real-estate
Brief Intro to Commercial Real Estate,https://www.udemy.com/course/intro-commercial-real-estate-investing-symon-he-brandon-young/,4.5,"-2,847",12.5 total hours,"Symon He, Brandon Young",business,real-estate
"U.S. Residential Real Estate, Property & Mortgage Business",https://www.udemy.com/course/the-us-residential-mortgage-business/,4.7,"-2,718",7.5 total hours,"Starweaver Instructor Team, Paul Siegel",business,real-estate
The Real Estate Pro Forma Modeling Master Class,https://www.udemy.com/course/the-real-estate-pro-forma-modeling-master-class/,4.9,"-2,290",9 total hours,Justin Kivel,business,real-estate
The Real Estate Equity Waterfall Modeling Master Class,https://www.udemy.com/course/the-real-estate-equity-waterfall-modeling-master-class/,4.8,"-2,160",4 total hours,Justin Kivel,business,real-estate
Commercial Real Estate Investing 101,https://www.udemy.com/course/commercial-real-estate-investing-101/,4.8,"-2,057",4 total hours,Justin Kivel,business,real-estate
Multifamily Real Estate Investing Rules of Thumb,https://www.udemy.com/course/rules-of-thumb-for-multifamily-real-estate-investing/,4.4,"-1,988",1.5 total hours,Jake Stenziano & Gino Barbaro,business,real-estate
Real Estate Asset Management 101,https://www.udemy.com/course/real-estate-asset-management-101/,4.6,"-1,933",3.5 total hours,Justin Kivel,business,real-estate
Intro to Analyzing Rental Income Properties,https://www.udemy.com/course/real-estate-investing-introduction-investment-analysis/,4.4,"-1,930",6.5 total hours,Symon He,business,real-estate
The Real Estate Development Modeling Master Class,https://www.udemy.com/course/the-real-estate-development-pro-forma-modeling-master-class/,4.8,"-1,921",10 total hours,Justin Kivel,business,real-estate
Pre-Investing: Essential Real Estate Investing Concepts,https://www.udemy.com/course/pre-investing-real-estate-before-first-investment/,4.5,"-1,820",6.5 total hours,Symon He,business,real-estate
Salesforce 101: Introduction to Salesforce,https://www.udemy.com/course/salesforce-101-introduction-to-salesforce/,4.4,"-16,776",2 total hours,"Francis Pindar | Salesforce Certified Architect & 7x Salesforce MVP, Admin To Architect",business,industry
Understanding 5G: The Next Evolution in Wireless,https://www.udemy.com/course/understanding-5g-the-next-evolution-in-wireless/,4.5,"-7,053",4.5 total hours,Brian Newman,business,industry
Healthcare 4.0 - Healthcare in the Industry 4.0,https://www.udemy.com/course/healthcare4/,4.5,"-6,551",13 total hours,"CipherDev Labs™, Ellisha Rajendran",business,industry
Your Guide to the Pharmaceutical Industry,https://www.udemy.com/course/global-pharma-industry-guide/,4.5,"-6,483",42 total mins,Phil Yates,business,industry
Basic Good Manufacturing Practices (GMP),https://www.udemy.com/course/basic-good-manufacturing-practices-gmp/,4.4,"-5,823",2 total hours,Ruben Alonso,business,industry
Fast Track Retail Buying and Merchandising,https://www.udemy.com/course/fast-track-retail-buying-and-merchandising/,4.4,"-4,611",4 total hours,Tish Chungoora,business,industry
Introduction to Oil and Gas Drilling,https://www.udemy.com/course/introduction-to-oil-and-gas-drilling/,4.5,"-3,631",1.5 total hours,Dynamic Knowledge,business,industry
How to be an Expert in the Oil & Gas Industry,https://www.udemy.com/course/introduction-to-the-oil-gas-industry/,4.6,"-3,265",1 total hour,Energy Academix,business,industry
OSHA Workplace Safety (General Industry 6 Hr Class),https://www.udemy.com/course/osha-workplace-safety-general-industry/,4.5,"-3,221",6 total hours,LearnSmart LLC,business,industry
Retail for Business Analysts and Management Consultants,https://www.udemy.com/course/retail-for-business-analysts-and-management-consultants/,4.4,"-3,214",6 total hours,Asen Gyczew,business,industry
Introduction to process control and instrumentation,https://www.udemy.com/course/introduction-to-process-control-and-instrumentation/,4.6,"-3,187",3 total hours,WR Training,business,industry
Professional Life Coach Certification PCELC Coach Training,https://www.udemy.com/course/professional-life-coach-certification/,4.2,"-3,087",20.5 total hours,"Empowerment Coach Academy, Louise Anne Maurice Coaching Training",business,industry
Become a Pharmacy Technician,https://www.udemy.com/course/become-a-pharmacy-technician/,4.7,"-2,880",5 total hours,"Steven Pettit, Pharm.D.",business,industry
The US Healthcare Industry: Changes and Opportunities,https://www.udemy.com/course/the-us-healthcare-industry-changes-and-opportunities/,4.6,"-2,865",32 total mins,Jonathan Ezer,business,industry
Autonomous Cars: How Do They Work and Impact Us?,https://www.udemy.com/course/autonomouscars/,4.5,"-2,738",2 total hours,David Kleinz,business,industry
Know Read Understand Piping & Instrumentation Diagrams P&IDs,https://www.udemy.com/course/know-read-understand-piping-instrumentation-diagrams-pids/,4.6,"-2,631",7.5 total hours,WR Training,business,industry
Mastering Collaboration: Work together for the best results,https://www.udemy.com/course/mastering-collaboration-work-together-for-the-best-results/,4.4,"-42,918",1 total hour,PracticalGrowth,business,other-business
Intro to ChatGPT and Generative AI,https://www.udemy.com/course/intro-to-chatgpt-and-generative-ai/,4.5,"-31,223",2 total hours,365 Careers,business,other-business
Innovation Master Class,https://www.udemy.com/course/innovationmasterclass/,4.4,"-16,762",3.5 total hours,Thomas M Koulopoulos,business,other-business
Mastering QuickBooks Online,https://www.udemy.com/course/mastering-quickbooks-online/,4.5,"-11,852",4.5 total hours,Mark Smolen,business,other-business
Data Entry Course for Beginners,https://www.udemy.com/course/data-entry-course-for-beginners-become-virtual-assistant/,4.6,"-7,295",4.5 total hours,Azharul Rafy,business,other-business
Customer Experience (CX) in Industry 4.0,https://www.udemy.com/course/cx-in-industry-4/,4.7,"-6,147",12 total hours,"CipherDev Labs™, Ellisha Rajendran",business,other-business
Internet of Things Business Impact,https://www.udemy.com/course/internet-of-things-business-impact/,4.5,"-5,840",6.5 total hours,Prof. Dr. Markus Weinberger,business,other-business
Green Jujitsu: Smart Employee Engagement for Sustainability,https://www.udemy.com/course/green-jujitsu/,4.4,"-4,712",1.5 total hours,Gareth Kane,business,other-business
Fundamentals of Intelligent Sustainable Business,https://www.udemy.com/course/fundamentals-of-intelligent-sustainable-business/,4.4,"-3,398",4 total hours,Matthew Tueth,business,other-business
"The Basics of Blockchain: Ethereum, Bitcoin, & More",https://www.udemy.com/course/the-basics-of-blockchain/,4.2,"-3,361",3.5 total hours,"Tom Serres, Bettina Warburg, Dr Bill",business,other-business
Ethics & Generative AI (GenAI),https://www.udemy.com/course/ethics-generative-ai-genai-chatgpt-llm-course/,4.5,"-3,265",2 total hours,"Steve Ballinger, MBA",business,other-business
Grant Writing for Nonprofits and Freelance Writers,https://www.udemy.com/course/grant-writing-for-nonprofits-and-freelance-writers/,4.7,"-2,800",1.5 total hours,Tim Whitney,business,other-business
Transcription Skills - Learn Beginning to Advanced Skills,https://www.udemy.com/course/transcription-skills/,4.3,"-2,658",1.5 total hours,Chelsea Flint,business,other-business
A Course in Innovations of Digital Banking - a global view.,https://www.udemy.com/course/story-of-digital-banking/,4.3,"-2,552",4.5 total hours,Shripad Vaidya,business,other-business
How to Become a Transcriptionist,https://www.udemy.com/course/how-to-become-a-transcriptionist/,4.4,"-2,515",1.5 total hours,Chelsea Flint,business,other-business
Strategic Cost Management: Procurement and Supply Chain 2024,https://www.udemy.com/course/strategic-cost-management-for-procurement-and-supply-chain/,4.3,"-2,510",4 total hours,Robert Freeman,business,other-business
"Introduction to Finance, Accounting, Modeling and Valuation",https://www.udemy.com/course/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,4.5,"-35,088",4.5 total hours,Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.,finance-and-accounting,accounting-bookkeeping
Accounting & Financial Statement Analysis: Complete Training,https://www.udemy.com/course/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,4.6,"-21,576",3.5 total hours,365 Careers,finance-and-accounting,accounting-bookkeeping
Accounting in 60 Minutes - A Brief Introduction,https://www.udemy.com/course/accounting-in-60-minutes-a-brief-introduction/,4.5,"-16,341",1.5 total hours,Vincent Turner,finance-and-accounting,accounting-bookkeeping
SAP FICO (Financial Accounting & Management Accounting),https://www.udemy.com/course/sap-fico-training-course/,4.3,"-11,104",40.5 total hours,Rana W Mehmood,finance-and-accounting,accounting-bookkeeping
Accounting: From Beginner to Advanced!,https://www.udemy.com/course/accounting101/,4.5,"-10,579",11 total hours,"Stefan Ignatovski, Ph.D.",finance-and-accounting,accounting-bookkeeping
Bookkeeping Basics #1: Understand the Fundamentals,https://www.udemy.com/course/bookkeeping-basics/,4.7,"-6,786",4.5 total hours,Ron Trucks,finance-and-accounting,accounting-bookkeeping
Accounting & Bookkeeping Masterclass - Beginner to Advanced,https://www.udemy.com/course/accounting-for-entrepreneurs/,4.6,"-6,029",18 total hours,Irfan Sharif ACA ACCA | #1 Best Selling Instructor of Accounting & Bookkeeping,finance-and-accounting,accounting-bookkeeping
TallyPrime+GST+Payroll+IncomeTax+TDS+TCS+MSExcel (ComboPack),https://www.udemy.com/course/tally-erp-9-gst-ms-excel-online-course-udemy/,4.4,"-5,419",58 total hours,Urs Ravi I Vedanta Educational Academy,finance-and-accounting,accounting-bookkeeping
Sarbanes-Oxley (SOX) ITGC Audit Concepts and Coordination,https://www.udemy.com/course/sarbanes-oxley-yearly-itgc-audit-concepts-and-coordination/,4.3,"-5,323",1 total hour,Char Deming,finance-and-accounting,accounting-bookkeeping
Bookkeeping in QuickBooks Online (Bookkeeping & accounting),https://www.udemy.com/course/bookkeepingquickbooksonline/,4.6,"-4,542",4.5 total hours,"Calvin Lee, CPA, CA, MBA",finance-and-accounting,accounting-bookkeeping
Financial Accounting - #1 Ranked University: Course 1 of 5,https://www.udemy.com/course/learnaccountingforfree/,4.7,"-4,260",32.5 total hours,Norm Nemrow,finance-and-accounting,accounting-bookkeeping
Financial Accounting: A Comprehensive Guide with E-book,https://www.udemy.com/course/financial-accounting-accounting-cycle/,4.6,"-3,868",119 total hours,Robert (Bob) Steele,finance-and-accounting,accounting-bookkeeping
Accounting Made Easy: A Quick Guide to Financial Accounting,https://www.udemy.com/course/accounting-made-easy-a-quick-guide-to-financial-accounting/,4.6,"-3,671",1.5 total hours,365 Careers,finance-and-accounting,accounting-bookkeeping
IFRS - A Complete Course on IFRS,https://www.udemy.com/course/ifrs-complete-course/,4.5,"-3,616",73.5 total hours,Syed Muhammad Ali Shah,finance-and-accounting,accounting-bookkeeping
Audit - Financial Statement,https://www.udemy.com/course/audit-financial-statement/,4.6,"-3,394",19 total hours,Robert (Bob) Steele,finance-and-accounting,accounting-bookkeeping
Forensic Accounting: Fraud Investigation! (Course 1 of 4),https://www.udemy.com/course/fraud-investigation/,4.5,"-3,374",1.5 total hours,"Stefan Ignatovski, Ph.D.",finance-and-accounting,accounting-bookkeeping
"Anti-Money Laundering Concepts: AML, KYC and Compliance",https://www.udemy.com/course/anti-money-laundering-aml-kyc/,4.6,"-17,848",2 total hours,GenMan Solutions,finance-and-accounting,compliance
The Complete Guide To Anti Money Laundering (AML) Compliance,https://www.udemy.com/course/the-complete-guide-to-anti-money-laundering-aml-compliance/,4.5,"-4,384",2 total hours,SIA Global Security,finance-and-accounting,compliance
Anti-Money Laundering and Combating Terrorism Financing,https://www.udemy.com/course/kyc-cdd-edd/,4.5,"-4,362",1.5 total hours,g-Log Consult,finance-and-accounting,compliance
AML Case Investigation Skills,https://www.udemy.com/course/anti-money-laundering-aml-case-investigations/,4.4,"-2,853",1.5 total hours,Amal Jayasinghe,finance-and-accounting,compliance
The Ultimate Guide to Money Laundering and AML Compliance,https://www.udemy.com/course/the-ultimate-guide-to-money-laundering-and-aml-compliance/,4.6,"-2,657",4.5 total hours,Financial Crime Academy,finance-and-accounting,compliance
"Internal Controls - Design, Implementation and Monitoring",https://www.udemy.com/course/internal-controls/,4.3,"-2,548",6.5 total hours,Maciej Rychlicki,finance-and-accounting,compliance
FATF Recommendations on High Risk Customers and Activities,https://www.udemy.com/course/fatf-recommendations-on-high-risk-customers-and-activities/,4.4,"-2,455",1.5 total hours,Governance Risk and Compliance GRC,finance-and-accounting,compliance
Anti Money Laundering & Countering of Terrorist Financing,https://www.udemy.com/course/anti-money-laundering-countering-of-terrorist-financing/,4.4,"-2,029",31 total mins,COMPLYFIN DWC LLC,finance-and-accounting,compliance
Internal Audit: a Guide for Management,https://www.udemy.com/course/ia-for-management/,4.5,"-2,012",1.5 total hours,"Vlad Karols, MBA, CIA, Int.Dip(AML)",finance-and-accounting,compliance
The Complete and Ultimate Guide to Know Your Client (KYC),https://www.udemy.com/course/complete-kyc/,4.2,"-1,988",3.5 total hours,The Elite Compliance Group,finance-and-accounting,compliance
Anti-Money Laundering in Gambling,https://www.udemy.com/course/anti-money-laundering-in-gambling/,4.4,"-1,703",3 total hours,Rush Consulting Ltd Academy,finance-and-accounting,compliance
Financial Crime: Processes & Technology - Masterclass,https://www.udemy.com/course/financial-crime-processes-technology-masterclass/,4.6,"-1,650",10 total hours,Rian Chapman,finance-and-accounting,compliance
"Fraud Prevention, Dispute Resolution and PCI-DSS Masterclass",https://www.udemy.com/course/fraud-prevention/,4.6,"-1,485",25.5 total hours,Vasco Patrício,finance-and-accounting,compliance
"AML Essentials: Anti Money Laundering, KYC and Compliance",https://www.udemy.com/course/aml-essentials-anti-money-laundering-kyc-and-compliance/,4.5,"-1,220",1 total hour,Financial Crime Academy,finance-and-accounting,compliance
Fundamentals of Compliance and Compliance Governance Model,https://www.udemy.com/course/fundamentals-of-compliance-and-compliance-governance-model/,4.2,"-1,075",2 total hours,Governance Risk and Compliance GRC,finance-and-accounting,compliance
Anti Money Laundering (AML / CFT) Compliance Requirements,https://www.udemy.com/course/anti-money-laundering-aml-cft-compliance-requirements/,4.4,-980,3 total hours,Governance Risk and Compliance GRC,finance-and-accounting,compliance
